order_id,order_date,ship_date,region,state,city,sales_channel,customer_segment,category,sub_category,product_name,units_sold,unit_price,unit_cost,discount_pct,marketing_spend,inventory_days,returned,customer_rating
ORD-101034,2023-02-18,2023-02-20,South,Tamil Nadu,Chennai,Online,Consumer,Technology,Accessories,Wireless Headset,1,1265.2,1022.35,0.1,22.87,24,0,4.5
ORD-101035,2024-06-26,2024-06-29,West,Maharashtra,Mumbai,Online,Consumer,Technology,Laptops,Business Laptop,2,986.01,807.37,0.0,26.96,18,0,3.8
ORD-101036,2024-10-21,2024-10-26,South,Telangana,Hyderabad,Online,Home Office,Technology,Accessories,Wireless Headset,4,1190.28,593.85,0.2,17.78,27,0,4.2
ORD-101037,2023-01-11,2023-01-12,North,Haryana,Gurugram,Online,Corporate,Furniture,Tables,Standing Desk,9,115.32,72.82,0.05,58.2,19,0,3.1
ORD-101038,2023-11-16,2023-11-19,West,Maharashtra,Mumbai,,Corporate,Technology,Accessories,Wireless Headset,1,1517.21,863.41,0.05,102.18,21,0,4.1
ORD-101039,2024-08-27,2024-09-02,South,Karnataka,Bengaluru,Online,Home Office,Technology,Phones,5G Smartphone,3,1510.67,1085.54,0.05,77.83,20,0,4.0
ORD-101040,2024-05-31,2024-06-04,North,Haryana,Gurugram,Online,Small Business,Furniture,Chairs,Ergonomic Chair,2,634.08,508.69,0.0,23.56,19,0,3.0
ORD-101041,2024-09-18,2024-09-25,West,Gujarat,Ahmedabad,Retail Store,Corporate,Technology,Accessories,Wireless Headset,2,971.74,790.14,0.05,25.17,15,0,4.4
ORD-101042,2023-10-31,2023-11-03,North,Haryana,Gurugram,Retail Store,Consumer,Office Supplies,Paper,Printer Paper,4,236.01,131.13,0.15,51.43,8,0,5.0
ORD-101043,2023-09-30,2023-10-04,North,Haryana,Gurugram,Retail Store,Corporate,Office Supplies,Appliances,Label Printer,2,202.65,98.33,0.15,116.91,19,0,4.4
ORD-101044,2024-06-02,2024-06-07,North,Punjab,Ludhiana,Retail Store,Home Office,Technology,Accessories,Wireless Headset,2,208.35,127.2,0.1,50.23,12,0,4.1
ORD-101045,2023-04-23,2023-04-28,South,Tamil Nadu,Chennai,Online,Home Office,Office Supplies,Binders,Ring Binder,4,15.38,9.4,0.1,75.55,21,0,4.0
ORD-101046,2023-06-25,2023-06-28,South,Tamil Nadu,Chennai,Retail Store,Corporate,Furniture,Tables,Standing Desk,6,804.03,646.85,0.05,96.68,14,0,4.6
ORD-101047,2024-03-15,2024-03-22,South,Tamil Nadu,Chennai,Online,Consumer,Office Supplies,Paper,Printer Paper,5,77.34,58.24,0.05,20.83,21,0,4.1
ORD-101048,2024-05-03,2024-05-08,East,Bihar,Patna,Retail Store,Consumer,Office Supplies,Appliances,Label Printer,3,125.45,57.09,0.05,46.95,25,0,3.6
ORD-101049,2023-03-29,2023-04-01,South,Tamil Nadu,Chennai,Retail Store,Consumer,Furniture,Tables,Standing Desk,1,249.27,153.45,0.15,58.26,11,0,4.5
ORD-101050,2024-01-07,2024-01-12,South,Karnataka,Bengaluru,Online,Consumer,Office Supplies,Paper,Printer Paper,8,57.21,29.08,0.05,66.25,21,0,4.2
ORD-101051,2023-09-24,2023-09-28,South,Tamil Nadu,Chennai,Distributor,Consumer,Office Supplies,Appliances,Label Printer,3,206.63,95.53,0.2,116.07,17,0,4.2
ORD-101052,2024-01-02,2024-01-06,North,Haryana,Gurugram,Retail Store,Corporate,Furniture,Chairs,Ergonomic Chair,4,468.44,379.85,0.15,85.23,22,0,4.0
ORD-101053,2024-12-01,2024-12-06,South,Tamil Nadu,Chennai,Retail Store,Consumer,Technology,Laptops,Business Laptop,6,428.1,278.36,0.05,82.53,16,1,4.5
ORD-101054,2023-02-26,2023-03-02,West,Gujarat,Ahmedabad,Online,Corporate,Technology,Phones,5G Smartphone,6,491.21,242.93,0.15,33.0,14,0,3.7
ORD-101055,2024-12-28,2024-12-30,East,Bihar,Patna,Online,Home Office,Technology,Laptops,Business Laptop,4,1540.82,1239.6,0.0,75.77,15,0,3.7
ORD-101056,2023-11-25,2023-11-30,South,Telangana,Hyderabad,Distributor,Consumer,Office Supplies,Binders,Ring Binder,3,119.33,60.22,0.1,83.53,14,0,4.3
ORD-101057,2024-07-18,2024-07-21,East,Odisha,Bhubaneswar,Distributor,Consumer,Office Supplies,Binders,Ring Binder,3,85.69,57.05,0.05,36.51,26,0,4.0
ORD-101058,2023-11-07,2023-11-09,North,Haryana,Gurugram,Online,Small Business,Technology,Phones,5G Smartphone,1,336.36,198.38,0.1,13.5,23,1,4.5
ORD-101059,2023-08-16,2023-08-20,North,Delhi,New Delhi,Retail Store,Corporate,Office Supplies,Paper,Printer Paper,1,90.1,62.24,0.1,71.58,21,0,3.4
ORD-101060,2024-07-17,2024-07-18,South,Tamil Nadu,Chennai,Online,Consumer,Office Supplies,Binders,Ring Binder,3,93.81,60.1,0.0,90.75,16,0,4.5
ORD-101061,2024-05-17,2024-05-20,North,Punjab,Ludhiana,Retail Store,Corporate,Furniture,Storage,Office Cabinet,3,428.95,200.08,0.1,61.05,20,0,3.7
ORD-101062,2023-04-16,2023-04-22,South,Telangana,Hyderabad,Retail Store,Small Business,Technology,Accessories,Wireless Headset,2,767.32,485.25,0.05,57.75,17,0,4.8
ORD-101063,2024-05-30,2024-06-05,North,Punjab,Ludhiana,Distributor,Consumer,Office Supplies,Binders,Ring Binder,5,185.4,151.59,0.0,57.12,22,0,4.3
ORD-101064,2024-07-04,2024-07-06,North,Delhi,New Delhi,Online,Consumer,Furniture,Chairs,Ergonomic Chair,5,231.81,141.24,0.1,66.05,21,0,3.7
ORD-101065,2023-10-11,2023-10-15,North,Delhi,New Delhi,Online,Corporate,Office Supplies,Appliances,Label Printer,8,73.52,45.01,0.05,64.57,25,0,4.1
ORD-101066,2024-11-07,2024-11-12,West,Maharashtra,Mumbai,Online,Home Office,Office Supplies,Appliances,Label Printer,6,181.79,105.62,0.1,102.14,16,0,3.7
ORD-101067,2024-04-13,2024-04-18,North,Delhi,New Delhi,Online,Corporate,Technology,Phones,5G Smartphone,4,728.76,400.18,0.0,64.48,15,0,3.4
ORD-101068,2023-09-01,2023-09-03,West,Gujarat,Ahmedabad,Distributor,Consumer,Office Supplies,Paper,Printer Paper,4,43.24,33.25,0.05,77.3,26,1,4.3
ORD-101069,2023-01-08,2023-01-11,West,Rajasthan,Jaipur,Distributor,Consumer,Office Supplies,Appliances,Label Printer,5,111.88,82.34,0.1,30.64,20,0,4.4
ORD-101070,2024-05-08,2024-05-12,East,Odisha,Bhubaneswar,Online,Corporate,Technology,Accessories,Wireless Headset,6,508.4,324.64,0.05,49.74,20,0,5.0
ORD-101071,2023-06-02,2023-06-09,South,Tamil Nadu,Chennai,Online,Consumer,Furniture,Storage,Office Cabinet,2,781.5,455.78,0.05,85.26,20,1,3.6
ORD-101072,2024-07-07,2024-07-09,North,Delhi,New Delhi,Retail Store,Consumer,Office Supplies,Paper,Printer Paper,3,116.54,92.04,0.0,89.77,17,0,3.4
ORD-101073,2024-01-19,2024-01-21,North,Haryana,Gurugram,Retail Store,Consumer,Furniture,Storage,Office Cabinet,3,644.49,405.27,0.1,75.04,16,0,3.7
ORD-101074,2023-12-08,2023-12-14,West,Gujarat,Ahmedabad,Online,Corporate,Technology,Laptops,Business Laptop,6,711.11,402.45,0.05,70.04,14,0,3.9
ORD-101075,2023-04-30,2023-05-06,North,Delhi,New Delhi,Online,Consumer,Technology,Phones,5G Smartphone,2,1284.16,758.36,0.15,30.11,25,0,4.0
ORD-101076,2024-06-04,2024-06-10,North,Punjab,Ludhiana,Distributor,Consumer,Technology,Laptops,Business Laptop,1,1422.58,864.26,0.0,97.89,17,0,4.1
ORD-101077,2023-05-02,2023-05-07,South,Tamil Nadu,Chennai,Online,Consumer,Technology,Accessories,Wireless Headset,4,1552.31,772.99,0.15,34.27,6,0,3.9
ORD-101078,2023-11-02,2023-11-05,West,Rajasthan,Jaipur,Online,Home Office,Office Supplies,Paper,Printer Paper,4,59.52,30.08,0.0,82.07,5,0,4.6
ORD-101079,2024-09-03,2024-09-08,North,Haryana,Gurugram,Online,Consumer,Office Supplies,Paper,Printer Paper,4,104.59,73.01,0.15,105.8,18,0,4.6
ORD-101080,2024-11-03,2024-11-08,North,Delhi,New Delhi,Distributor,Corporate,Furniture,Storage,Office Cabinet,5,531.52,313.67,0.1,10.53,18,0,3.7
ORD-101081,2024-12-24,2024-12-28,West,Maharashtra,Mumbai,Online,Consumer,Furniture,Chairs,Ergonomic Chair,2,495.09,285.66,0.05,74.61,22,0,4.1
ORD-101082,2024-12-01,2024-12-04,North,Haryana,Gurugram,Online,Small Business,Furniture,Tables,Standing Desk,6,513.86,290.28,0.15,32.85,19,0,3.4
ORD-101083,2024-02-11,2024-02-15,South,Tamil Nadu,Chennai,Online,Consumer,Furniture,Tables,Standing Desk,4,493.28,396.31,0.1,118.59,24,0,4.2
ORD-101084,2023-05-27,2023-05-30,South,Tamil Nadu,Chennai,Online,Consumer,Furniture,Chairs,Ergonomic Chair,3,333.46,218.52,0.1,100.08,19,0,4.4
ORD-101085,2024-09-05,2024-09-12,North,Delhi,New Delhi,Online,Corporate,Technology,Laptops,Business Laptop,10,1175.17,766.77,0.1,27.52,15,0,4.3
ORD-101086,2024-08-08,2024-08-11,North,Delhi,New Delhi,Online,Consumer,Office Supplies,Appliances,Label Printer,3,126.54,100.19,0.0,111.11,13,0,4.0
ORD-101087,2024-12-24,2024-12-28,East,West Bengal,Kolkata,Online,Consumer,Furniture,Tables,Standing Desk,6,768.89,348.83,0.05,22.69,15,0,4.4
ORD-101088,2024-04-20,2024-04-24,South,Tamil Nadu,Chennai,Online,Consumer,Office Supplies,Paper,Printer Paper,2,128.57,61.67,0.1,62.82,23,0,3.5
ORD-101089,2023-04-14,2023-04-19,South,Tamil Nadu,Chennai,Distributor,Home Office,Technology,Laptops,Business Laptop,4,1231.07,563.59,0.0,88.34,23,0,3.8
ORD-101090,2024-01-03,2024-01-06,West,Maharashtra,Mumbai,Online,Consumer,Office Supplies,Binders,Ring Binder,9,159.36,82.57,0.05,,21,0,4.3
ORD-101091,2023-11-24,2023-11-25,East,Odisha,Bhubaneswar,Online,Consumer,Technology,Phones,5G Smartphone,3,363.65,229.19,0.15,110.91,20,1,4.4
ORD-101092,2024-09-08,2024-09-13,West,Maharashtra,Mumbai,Online,Corporate,Office Supplies,Appliances,Label Printer,4,31.25,20.32,0.0,110.45,21,0,4.2
ORD-101093,2023-10-14,2023-10-15,West,Maharashtra,Mumbai,Online,Corporate,Furniture,Tables,Standing Desk,5,373.98,285.04,0.1,116.44,23,0,3.5
ORD-101094,2023-08-29,2023-09-03,West,Maharashtra,Mumbai,Online,Small Business,Technology,Laptops,Business Laptop,6,1469.76,1115.98,0.1,88.01,12,0,4.1
ORD-101095,2023-02-28,2023-03-05,West,Maharashtra,Mumbai,Online,Consumer,Office Supplies,Appliances,Label Printer,5,101.38,78.84,0.1,53.13,5,1,3.5
ORD-101096,2024-09-02,2024-09-06,South,Karnataka,Bengaluru,Online,Small Business,Technology,Accessories,Wireless Headset,5,546.72,255.06,0.0,112.72,20,1,3.0
ORD-101097,2024-07-06,2024-07-12,North,Punjab,Ludhiana,Online,Consumer,Technology,Phones,5G Smartphone,3,1000.88,732.63,0.1,11.05,15,0,4.5
ORD-101098,2023-01-31,2023-02-04,South,Karnataka,Bengaluru,Retail Store,Corporate,Furniture,Storage,Office Cabinet,5,103.62,65.72,0.0,72.24,15,0,3.7
ORD-101099,2023-11-14,2023-11-20,South,Karnataka,Bengaluru,Retail Store,Corporate,Technology,Laptops,Business Laptop,3,1285.06,654.97,0.0,93.2,20,0,5.0
ORD-101100,2023-12-17,2023-12-21,North,Punjab,Ludhiana,Online,Consumer,Technology,Phones,5G Smartphone,3,311.14,210.46,0.0,87.54,13,0,4.7
ORD-101101,2023-12-10,2023-12-11,South,Tamil Nadu,Chennai,Retail Store,Home Office,Technology,Accessories,Wireless Headset,4,1528.15,998.68,0.2,119.35,23,0,3.7
ORD-101102,2024-11-02,2024-11-05,East,West Bengal,Kolkata,Online,Consumer,Technology,Laptops,Business Laptop,3,1218.87,756.97,0.1,25.3,26,0,4.9
ORD-101103,2023-04-21,2023-04-25,North,Delhi,New Delhi,Online,Home Office,Technology,Accessories,Wireless Headset,8,1429.07,769.01,0.0,18.01,16,0,3.5
ORD-101104,2023-08-12,2023-08-16,North,Punjab,Ludhiana,Online,Corporate,Technology,Phones,5G Smartphone,3,784.07,593.63,0.2,54.32,8,0,3.5
ORD-101105,2023-05-13,2023-05-16,North,Haryana,Gurugram,Retail Store,Consumer,Technology,Accessories,Wireless Headset,3,404.0,238.21,0.15,100.77,10,0,4.4
ORD-101106,2023-06-28,2023-07-03,South,Telangana,Hyderabad,Online,Small Business,Furniture,Chairs,Ergonomic Chair,3,110.98,70.54,0.0,37.47,24,0,3.3
ORD-101107,2024-10-25,2024-10-28,North,Haryana,Gurugram,,Home Office,Office Supplies,Paper,Printer Paper,2,44.51,26.25,0.2,68.19,12,1,4.0
ORD-101108,2024-11-18,2024-11-19,North,Punjab,Ludhiana,Distributor,Small Business,Office Supplies,Paper,Printer Paper,4,184.53,106.83,0.0,49.13,17,0,4.5
ORD-101109,2023-02-02,2023-02-04,West,Gujarat,Ahmedabad,Distributor,Consumer,Furniture,Chairs,Ergonomic Chair,1,377.48,220.58,0.0,110.86,13,0,4.1
ORD-101110,2024-04-07,2024-04-10,East,Odisha,Bhubaneswar,Online,Consumer,Office Supplies,Paper,Printer Paper,1,86.95,71.05,0.15,38.14,18,0,3.7
ORD-101111,2023-06-20,2023-06-24,North,Delhi,New Delhi,Online,Home Office,Technology,Accessories,Wireless Headset,3,1109.22,730.09,0.0,62.1,16,0,4.9
ORD-101112,2023-05-21,2023-05-26,North,Punjab,Ludhiana,Online,Corporate,Technology,Accessories,Wireless Headset,3,1479.13,873.49,0.1,35.53,20,0,4.6
ORD-101113,2023-08-02,2023-08-04,South,Karnataka,Bengaluru,Distributor,Consumer,Technology,Laptops,Business Laptop,4,1581.93,981.38,0.2,34.23,17,1,4.0
ORD-101114,2023-05-23,2023-05-27,West,Maharashtra,Mumbai,Online,Consumer,Technology,Accessories,Wireless Headset,1,1217.28,690.53,0.1,12.95,11,0,3.2
ORD-101115,2023-12-25,2023-12-30,East,West Bengal,Kolkata,Online,Consumer,Office Supplies,Paper,Printer Paper,3,110.08,74.04,0.05,72.02,17,0,3.5
ORD-101116,2024-12-28,2025-01-02,West,Rajasthan,Jaipur,Retail Store,Home Office,Office Supplies,Paper,Printer Paper,1,35.11,28.64,0.05,12.99,24,1,4.5
ORD-101117,2024-03-04,2024-03-08,South,Tamil Nadu,Chennai,Retail Store,Corporate,Furniture,Storage,Office Cabinet,1,147.72,92.12,0.2,21.61,20,0,3.8
ORD-101118,2024-06-12,2024-06-13,North,Delhi,New Delhi,Online,Small Business,Furniture,Tables,Standing Desk,1,633.17,453.31,0.15,13.42,20,0,4.3
ORD-101119,2023-12-27,2023-12-29,South,Telangana,Hyderabad,Retail Store,Consumer,Office Supplies,Binders,Ring Binder,4,127.4,104.43,0.1,80.77,22,0,4.4
ORD-101120,2023-01-11,2023-01-13,North,Haryana,Gurugram,Online,Consumer,Technology,Laptops,Business Laptop,6,776.95,394.38,0.15,84.34,17,0,4.4
ORD-101121,2023-03-03,2023-03-08,West,Maharashtra,Mumbai,Online,Corporate,Technology,Accessories,Wireless Headset,5,1160.79,855.6,0.05,26.44,21,0,4.4
ORD-101122,2023-07-16,2023-07-19,South,Tamil Nadu,Chennai,Online,Small Business,Technology,Accessories,Wireless Headset,1,313.12,182.92,0.0,117.97,7,0,4.1
ORD-101123,2023-06-28,2023-06-30,South,Tamil Nadu,Chennai,Online,Consumer,Technology,Laptops,Business Laptop,3,337.44,158.33,0.0,89.52,20,0,4.4
ORD-101124,2024-09-06,2024-09-12,South,Tamil Nadu,Chennai,Online,Consumer,Furniture,Chairs,Ergonomic Chair,3,497.91,227.07,0.1,96.08,20,0,4.3
ORD-101125,2024-09-08,2024-09-12,South,Tamil Nadu,Chennai,Online,Home Office,Furniture,Chairs,Ergonomic Chair,5,495.82,243.93,0.0,49.65,23,0,4.5
ORD-101126,2024-09-16,2024-09-22,South,Telangana,Hyderabad,Online,Small Business,Office Supplies,Binders,Ring Binder,3,44.39,33.27,0.15,109.52,24,0,3.4
ORD-101127,2024-04-11,2024-04-15,South,Tamil Nadu,Chennai,Retail Store,Consumer,Office Supplies,Binders,Ring Binder,8,56.37,34.9,0.2,42.0,16,0,3.2
ORD-101128,2024-02-11,2024-02-17,North,Haryana,Gurugram,Online,Consumer,Technology,Laptops,Business Laptop,6,1257.59,689.13,0.0,55.39,26,1,4.6
ORD-101129,2024-04-19,2024-04-23,South,Tamil Nadu,Chennai,Distributor,Home Office,Furniture,Tables,Standing Desk,1,765.82,395.84,0.1,111.6,19,0,4.0
ORD-101130,2023-10-25,2023-10-30,West,Gujarat,Ahmedabad,Distributor,Consumer,Office Supplies,Binders,Ring Binder,2,153.65,110.5,0.0,52.33,14,1,4.0
ORD-101131,2024-05-04,2024-05-07,South,Telangana,Hyderabad,Distributor,Corporate,Technology,Laptops,Business Laptop,3,901.45,478.44,0.15,118.22,27,0,5.0
ORD-101132,2024-08-03,2024-08-07,West,Rajasthan,Jaipur,Distributor,Consumer,Technology,Phones,5G Smartphone,6,414.07,312.26,0.15,110.14,7,1,3.4
ORD-101133,2024-07-11,2024-07-15,South,Karnataka,Bengaluru,Distributor,Consumer,Technology,Laptops,Business Laptop,2,200.01,159.47,0.05,95.54,6,0,3.0
ORD-101134,2024-03-24,2024-03-25,West,Gujarat,Ahmedabad,Retail Store,Corporate,Technology,Phones,5G Smartphone,8,758.81,570.4,0.0,98.23,33,1,4.4
ORD-101135,2023-02-12,2023-02-15,North,Delhi,New Delhi,Retail Store,Consumer,Technology,Laptops,Business Laptop,4,321.78,228.42,0.15,115.98,11,0,4.8
ORD-101136,2024-06-13,2024-06-18,North,Haryana,Gurugram,Distributor,Home Office,Office Supplies,Paper,Printer Paper,4,73.72,50.35,0.0,87.84,20,0,3.5
ORD-101137,2023-09-25,2023-09-28,North,Haryana,Gurugram,Online,Consumer,Office Supplies,Appliances,Label Printer,3,23.29,11.86,0.2,64.32,23,0,4.8
ORD-101138,2024-06-27,2024-06-30,East,Bihar,Patna,Online,Consumer,Furniture,Chairs,Ergonomic Chair,3,433.04,297.53,0.2,94.16,17,1,3.8
ORD-101139,2024-01-30,2024-02-03,North,Delhi,New Delhi,Online,Consumer,Technology,Phones,5G Smartphone,5,239.69,163.22,0.15,84.95,31,0,3.7
ORD-101140,2024-10-06,2024-10-07,West,Gujarat,Ahmedabad,Retail Store,Corporate,Furniture,Tables,Standing Desk,6,742.26,542.87,0.2,57.99,21,0,4.2
ORD-101141,2023-09-05,2023-09-11,West,Maharashtra,Mumbai,Distributor,Consumer,Office Supplies,Binders,Ring Binder,4,95.07,43.95,0.05,50.3,12,0,4.8
ORD-101142,2024-11-11,2024-11-16,South,Tamil Nadu,Chennai,Online,Consumer,Furniture,Chairs,Ergonomic Chair,1,561.32,365.65,0.1,102.28,17,0,4.5
ORD-101143,2024-09-09,2024-09-13,North,Punjab,Ludhiana,Online,Consumer,Office Supplies,Paper,Printer Paper,4,224.38,101.01,0.05,117.41,22,0,3.9
ORD-101144,2023-08-31,2023-09-02,North,Delhi,New Delhi,Retail Store,Home Office,Technology,Accessories,Wireless Headset,2,892.6,449.62,0.0,12.7,11,0,4.0
ORD-101145,2023-12-19,2023-12-22,West,Maharashtra,Mumbai,Online,Corporate,Technology,Accessories,Wireless Headset,1,176.56,116.69,0.15,118.36,22,0,4.1
ORD-101146,2024-01-24,2024-01-28,East,Odisha,Bhubaneswar,Online,Small Business,Technology,Accessories,Wireless Headset,4,583.94,319.79,0.0,17.82,18,0,3.7
ORD-101147,2024-07-15,2024-07-19,West,Rajasthan,Jaipur,Online,Consumer,Technology,Laptops,Business Laptop,1,193.65,114.69,0.1,45.21,22,0,3.5
ORD-101148,2024-05-18,2024-05-21,North,Punjab,Ludhiana,Online,Consumer,Technology,Accessories,Wireless Headset,3,466.07,274.78,0.1,90.03,15,0,3.2
ORD-101149,2024-09-14,2024-09-18,South,Karnataka,Bengaluru,Retail Store,Small Business,Furniture,Tables,Standing Desk,1,296.78,220.15,0.05,26.61,24,0,3.7
ORD-101150,2023-09-28,2023-10-02,East,Bihar,Patna,Retail Store,Home Office,Technology,Accessories,Wireless Headset,4,1416.5,1085.99,0.1,59.3,13,0,4.4
ORD-101151,2024-01-05,2024-01-10,East,Odisha,Bhubaneswar,Online,Consumer,Office Supplies,Paper,Printer Paper,8,225.43,184.62,0.05,117.73,13,0,4.1
ORD-101152,2023-11-11,2023-11-14,West,Maharashtra,Mumbai,Online,Corporate,Technology,Laptops,Business Laptop,2,354.4,265.97,0.15,106.56,16,0,4.3
ORD-101153,2024-10-26,2024-10-30,North,Delhi,New Delhi,Retail Store,Home Office,Furniture,Tables,Standing Desk,6,292.83,215.64,0.0,57.02,17,0,4.3
ORD-101154,2023-08-11,2023-08-12,East,Odisha,Bhubaneswar,Online,Consumer,Office Supplies,Binders,Ring Binder,5,123.27,98.83,0.1,74.41,12,0,4.0
ORD-101155,2024-03-05,2024-03-11,South,Karnataka,Bengaluru,Online,Consumer,Office Supplies,Appliances,Label Printer,6,178.88,131.05,0.15,85.12,15,0,4.6
ORD-101156,2023-03-29,2023-04-03,South,Telangana,Hyderabad,Online,Corporate,Office Supplies,Appliances,Label Printer,4,18.14,13.25,0.05,101.12,15,0,3.9
ORD-101157,2024-09-13,2024-09-16,West,Maharashtra,Mumbai,Distributor,Small Business,Technology,Accessories,Wireless Headset,2,484.94,304.59,0.15,11.11,7,0,3.9
ORD-101158,2023-10-08,2023-10-10,North,Delhi,New Delhi,Online,Small Business,Technology,Phones,5G Smartphone,5,1509.15,1035.16,0.0,53.3,17,0,4.3
ORD-101159,2023-09-06,2023-09-10,North,Haryana,Gurugram,Retail Store,Small Business,Office Supplies,Appliances,Label Printer,1,197.97,109.07,0.15,110.73,15,0,4.4
ORD-101160,2024-03-02,2024-03-06,North,Haryana,Gurugram,Distributor,Corporate,Furniture,Storage,Office Cabinet,5,886.82,520.66,0.2,83.49,18,0,4.4
ORD-101161,2023-12-31,2024-01-06,West,Rajasthan,Jaipur,Online,Consumer,Technology,Phones,5G Smartphone,3,401.8,196.96,0.1,87.24,14,0,4.1
ORD-101162,2024-09-11,2024-09-13,West,Gujarat,Ahmedabad,Retail Store,Small Business,Office Supplies,Appliances,Label Printer,6,90.48,61.94,0.15,99.47,26,0,4.6
ORD-101163,2024-01-24,2024-01-26,East,West Bengal,Kolkata,Retail Store,Small Business,Technology,Laptops,Business Laptop,3,862.73,597.9,0.0,,6,0,3.3
ORD-101164,2024-01-13,2024-01-18,South,Tamil Nadu,Chennai,Online,Consumer,Office Supplies,Binders,Ring Binder,3,33.51,22.66,0.15,96.54,26,0,5.0
ORD-101165,2023-03-18,2023-03-21,South,Tamil Nadu,Chennai,Distributor,Home Office,Office Supplies,Paper,Printer Paper,8,38.25,27.65,0.1,60.11,19,0,4.9
ORD-101166,2023-01-17,2023-01-21,West,Gujarat,Ahmedabad,Online,Consumer,Furniture,Tables,Standing Desk,2,796.25,527.08,0.05,91.72,13,0,4.4
ORD-101167,2023-10-19,2023-10-22,West,Gujarat,Ahmedabad,Online,Consumer,Technology,Laptops,Business Laptop,5,1343.99,915.19,0.05,23.05,20,0,4.6
ORD-101168,2024-12-30,2025-01-03,South,Telangana,Hyderabad,Distributor,Consumer,Office Supplies,Appliances,Label Printer,5,203.66,160.27,0.0,88.56,9,0,4.8
ORD-101169,2024-11-01,2024-11-04,North,Punjab,Ludhiana,Online,Home Office,Furniture,Chairs,Ergonomic Chair,7,535.09,423.96,0.1,109.85,17,0,4.3
ORD-101170,2024-04-04,2024-04-09,South,Karnataka,Bengaluru,Retail Store,Consumer,Office Supplies,Paper,Printer Paper,2,36.1,26.37,0.1,31.45,22,0,4.3
ORD-101171,2024-04-06,2024-04-09,East,Odisha,Bhubaneswar,Retail Store,Consumer,Furniture,Storage,Office Cabinet,4,215.77,132.18,0.0,71.87,16,0,2.6
ORD-101172,2023-10-14,2023-10-16,West,Maharashtra,Mumbai,Retail Store,Corporate,Technology,Phones,5G Smartphone,1,600.8,306.94,0.05,101.56,20,0,3.8
ORD-101173,2023-05-10,2023-05-11,South,Tamil Nadu,Chennai,Online,Home Office,Furniture,Chairs,Ergonomic Chair,3,253.03,158.44,0.05,49.64,19,0,4.9
ORD-101174,2023-01-07,2023-01-12,North,Delhi,New Delhi,Distributor,Consumer,Office Supplies,Appliances,Label Printer,2,75.05,42.7,0.05,17.72,9,0,4.8
ORD-101175,2023-09-05,2023-09-11,North,Punjab,Ludhiana,Online,Home Office,Technology,Laptops,Business Laptop,4,1267.46,700.24,0.1,18.0,17,0,4.4
ORD-101176,2023-08-20,2023-08-25,South,Karnataka,Bengaluru,Online,Corporate,Furniture,Chairs,Ergonomic Chair,5,733.02,530.58,0.1,107.28,11,1,4.5
ORD-101177,2023-05-21,2023-05-24,South,Telangana,Hyderabad,Online,Consumer,Furniture,Chairs,Ergonomic Chair,5,247.58,185.73,0.0,10.5,17,0,3.8
ORD-101178,2023-07-09,2023-07-12,West,Gujarat,Ahmedabad,Distributor,Corporate,Technology,Accessories,Wireless Headset,4,928.83,472.24,0.05,63.68,20,0,3.7
ORD-101179,2023-01-19,2023-01-22,East,West Bengal,Kolkata,Distributor,Consumer,Technology,Accessories,Wireless Headset,7,1123.04,795.18,0.0,39.19,18,0,4.9
ORD-101180,2024-03-20,2024-03-23,East,Bihar,Patna,Retail Store,Consumer,Technology,Phones,5G Smartphone,7,1057.83,568.26,0.05,82.16,21,0,3.6
ORD-101181,2024-11-08,2024-11-11,West,Gujarat,Ahmedabad,Distributor,Consumer,Furniture,Chairs,Ergonomic Chair,5,652.04,529.26,0.0,15.8,9,0,4.2
ORD-101182,2024-05-19,2024-05-21,South,Telangana,Hyderabad,Retail Store,Consumer,Furniture,Chairs,Ergonomic Chair,7,493.27,246.14,0.05,24.35,24,0,4.2
ORD-101183,2023-11-24,2023-11-28,East,West Bengal,Kolkata,Online,Home Office,Furniture,Tables,Standing Desk,7,514.14,293.17,0.2,101.57,14,0,4.1
ORD-101184,2023-11-04,2023-11-09,North,Delhi,New Delhi,Distributor,Consumer,Office Supplies,Appliances,Label Printer,1,209.48,109.21,0.05,38.65,17,0,4.8
ORD-101185,2023-08-13,2023-08-15,North,Delhi,New Delhi,Online,Consumer,Furniture,Chairs,Ergonomic Chair,1,215.16,142.48,0.15,52.14,16,0,4.7
ORD-101186,2023-04-15,2023-04-20,West,Gujarat,Ahmedabad,Online,Small Business,Technology,Accessories,Wireless Headset,3,755.34,465.25,0.0,62.02,11,0,4.4
ORD-101187,2024-03-13,2024-03-14,East,Odisha,Bhubaneswar,Online,Home Office,Office Supplies,Binders,Ring Binder,7,53.74,28.22,0.0,21.08,11,0,3.3
ORD-101188,2024-02-19,2024-02-23,South,Tamil Nadu,Chennai,Online,Consumer,Office Supplies,Appliances,Label Printer,4,124.13,56.98,0.0,69.55,18,0,4.3
ORD-101189,2023-01-06,2023-01-10,West,Gujarat,Ahmedabad,Retail Store,Home Office,Office Supplies,Appliances,Label Printer,6,228.48,177.71,0.15,113.3,18,0,3.7
ORD-101190,2023-10-31,2023-11-08,South,Tamil Nadu,Chennai,Distributor,Corporate,Office Supplies,Appliances,Label Printer,8,225.51,135.03,0.2,61.78,15,0,3.8
