order_id,order_date,ship_date,region,state,city,sales_channel,customer_segment,category,sub_category,product_name,units_sold,unit_price,unit_cost,discount_pct,marketing_spend,inventory_days,returned,customer_rating,gross_sales,unit_price_zscore,unit_cost_zscore,marketing_spend_zscore,inventory_days_zscore
ORD-104290,2023-02-19,2023-02-21,West,Maharashtra,Mumbai,Retail Store,Consumer,Office Supplies,Paper,Printer Paper,3,132.97,67.36,0.0,36.46,1,0,3.7,398.90999999999997,-0.8661245188111759,-0.9004930867724186,-0.872200154507407,-2.7533503626446088
ORD-101768,2023-02-19,2023-02-21,North,Haryana,Gurugram,Distributor,Consumer,Technology,Laptops,Business Laptop,4,885.17,461.19,0.0,73.96,11,0,3.8,3540.68,0.8457481453713273,0.47722085513448415,0.3108545264647784,-1.0906790969019011
ORD-100044,2023-02-19,2023-02-24,North,Punjab,Ludhiana,Distributor,Corporate,Furniture,Storage,Office Cabinet,3,878.77,636.2,0.2,18.23,8,0,4.2,2636.31,0.8311828900525716,1.0894487630468501,-1.4473224700840186,-1.5894804766247135
ORD-102311,2023-02-19,2023-02-22,South,Tamil Nadu,Chennai,Retail Store,Consumer,Technology,Phones,5G Smartphone,3,1263.17,875.94,0.05,14.8,13,0,4.4,3789.51,1.7060085376353349,1.9281180884734577,-1.5555325382369414,-0.7581448437533597
ORD-104837,2023-02-19,2023-02-21,East,West Bengal,Kolkata,Distributor,Corporate,Technology,Laptops,Business Laptop,5,1475.41,709.54,0.15,69.56,13,0,3.8,7377.05,2.18902881714357,1.346010072493698,0.1720427772307089,-0.7581448437533597
ORD-104393,2023-02-19,2023-02-21,North,Delhi,New Delhi,Online,Home Office,Furniture,Storage,Office Cabinet,4,703.2,503.61,0.1,64.83,22,0,3.7,2812.8,0.43161697187851955,0.6256164202658627,0.02282014680408377,0.7382592954150772
ORD-103560,2023-02-19,2023-02-22,North,Punjab,Ludhiana,Online,Small Business,Furniture,Tables,Standing Desk,2,847.59,590.04,0.2,12.24,17,0,3.8,1695.18,0.7602227867965089,0.9279697605370801,-1.636295737791309,-0.09307633745627664
ORD-101361,2023-02-19,2023-02-24,West,Gujarat,Ahmedabad,Online,Corporate,Technology,Phones,5G Smartphone,1,371.85,285.51,0.0,100.12,25,0,3.1,371.85,-0.32247636403862023,-0.13735087712106947,1.1361534719109754,1.2370606751378894
ORD-100386,2023-02-19,2023-02-22,South,Karnataka,Bengaluru,Distributor,Home Office,Office Supplies,Paper,Printer Paper,2,235.9,185.6,0.05,86.07,16,0,4.3,471.8,-0.6318742485050007,-0.48686056387910887,0.6929023181067295,-0.2593434640305474
ORD-104455,2023-02-19,2023-02-20,North,Delhi,New Delhi,Online,Consumer,Technology,Accessories,Wireless Headset,2,1429.91,936.09,0.0,48.23,32,0,4.1,2859.82,2.0854789551117916,2.1385375425671027,-0.5008787253062704,2.400930561157785
ORD-104853,2023-02-20,2023-02-22,West,Rajasthan,Jaipur,Online,Consumer,Technology,Phones,5G Smartphone,1,492.64,231.03,0.15,71.49,22,0,4.1,492.64,-0.04757992810854244,-0.32793528042982717,0.2329306581447438,0.7382592954150772
ORD-103154,2023-02-20,2023-02-24,South,Telangana,Hyderabad,Online,Corporate,Technology,Phones,5G Smartphone,5,869.59,504.15,0.15,96.81,9,0,4.2,4347.95,0.8102908519547316,0.6275054727215662,1.0317291787371636,-1.4232133500504427
ORD-104679,2023-02-20,2023-02-24,West,Maharashtra,Mumbai,Retail Store,Consumer,Furniture,Tables,Standing Desk,2,368.89,216.62,0.1,71.03,22,0,4.1,737.78,-0.3292127946235448,-0.3783449950348051,0.21841852072481854,0.7382592954150772
ORD-104683,2023-02-20,2023-02-26,West,Maharashtra,Mumbai,Distributor,Home Office,Furniture,Chairs,Ergonomic Chair,3,788.32,540.02,0.0,19.65,19,0,3.9,2364.96,0.6253348676179701,0.7529875312143184,-1.4025241328312053,0.23945791569226488
ORD-102794,2023-02-20,2023-02-26,North,Delhi,New Delhi,Retail Store,Consumer,Technology,Phones,5G Smartphone,3,267.1,156.73,0.0,16.04,13,0,2.9,801.3000000000001,-0.5608686288260667,-0.5878549053534817,-1.5164128634527945,-0.7581448437533597
ORD-102231,2023-02-20,2023-02-26,South,Telangana,Hyderabad,Online,Consumer,Technology,Phones,5G Smartphone,4,1279.77,862.35,0.0,59.37,12,0,3.3,5119.08,1.7437871686183573,1.8805769350049184,-0.14943261474546646,-0.9244119703276305
ORD-102704,2023-02-20,2023-02-25,East,West Bengal,Kolkata,Distributor,Home Office,Office Supplies,Binders,Ring Binder,7,13.68,8.74,0.0,36.05,17,0,4.2,95.75999999999999,-1.1376072230259204,-1.1055602255749035,-0.8851348856860363,-0.09307633745627664
ORD-103069,2023-02-21,2023-02-24,South,Tamil Nadu,Chennai,Retail Store,Consumer,Office Supplies,Appliances,Label Printer,3,66.73,52.82,0.1,107.92,15,0,4.7,200.19,-1.0168749113602973,-0.9513575732648808,1.38222884555319,-0.42561059060481815
ORD-100898,2023-02-21,2023-02-25,South,Telangana,Hyderabad,Retail Store,Consumer,Technology,Accessories,Wireless Headset,1,1129.58,563.95,0.1,25.57,27,0,4.0,1129.58,1.4019815910677453,0.8367005409642924,-1.2157592338617296,1.569594928286431
ORD-103410,2023-02-21,2023-02-26,North,Delhi,New Delhi,Retail Store,Small Business,Office Supplies,Binders,Ring Binder,4,154.16,108.36,0.1,68.27,14,0,3.4,616.64,-0.8178998687792335,-0.7570650299504826,0.1313456962052655,-0.5918777171790889
ORD-104398,2023-02-21,2023-02-25,South,Tamil Nadu,Chennai,Retail Store,Consumer,Office Supplies,Paper,Printer Paper,2,58.46,34.7,0.2,107.46,15,0,4.4,116.92,-1.035695952217502,-1.0147457778895999,1.3677167081332642,-0.42561059060481815
ORD-102590,2023-02-21,2023-02-23,North,Delhi,New Delhi,Distributor,Consumer,Technology,Laptops,Business Laptop,2,1314.57,778.95,0.05,117.08,25,0,4.7,2629.14,1.8229857444140911,1.5888232779573708,1.6712096689586622,1.2370606751378894
ORD-101021,2023-02-22,2023-02-25,South,Tamil Nadu,Chennai,Online,Corporate,Technology,Accessories,Wireless Headset,7,308.99,205.56,0.15,95.08,8,0,3.4,2162.9300000000003,-0.4655344811225237,-0.41703558792384443,0.9771509227883134,-1.5894804766247135
ORD-103815,2023-02-22,2023-02-24,South,Karnataka,Bengaluru,Distributor,Consumer,Technology,Phones,5G Smartphone,6,125.58,99.36,0.15,48.06,19,0,4.6,753.48,-0.8829428370620518,-0.7885492375455417,-0.5062419065266774,0.23945791569226488
ORD-103334,2023-02-22,2023-02-23,West,Gujarat,Ahmedabad,Retail Store,Home Office,Technology,Accessories,Wireless Headset,4,1479.04,870.64,0.2,115.69,11,0,4.5,5916.16,2.1972900478946764,1.909577388445256,1.6273577754506265,-1.0906790969019011
ORD-101833,2023-02-22,2023-02-26,South,Karnataka,Bengaluru,Retail Store,Corporate,Furniture,Tables,Standing Desk,1,567.84,360.59,0.1,14.45,21,0,4.0,567.84,0.12356182188683688,0.12529737912749014,-1.566574381926015,0.5719921688408064
ORD-100658,2023-02-22,2023-02-26,South,Tamil Nadu,Chennai,Distributor,Corporate,Technology,Phones,5G Smartphone,1,1385.23,1114.7,0.0,84.25,24,0,4.6,1385.23,1.983795266417728,2.763359133517492,0.6354847309235463,1.0707935485636186
ORD-101952,2023-02-22,2023-02-24,South,Telangana,Hyderabad,Online,Corporate,Office Supplies,Binders,Ring Binder,6,67.14,53.62,0.1,100.86,17,0,4.8,402.84000000000003,-1.0159418246914396,-0.9485589770342088,1.1594990842821598,-0.09307633745627664
ORD-103651,2023-02-22,2023-02-25,East,West Bengal,Kolkata,Online,Corporate,Office Supplies,Appliances,Label Printer,7,92.04,50.93,0.0,14.47,11,0,4.5,644.2800000000001,-0.9592738782169057,-0.9579692568598431,-1.5659434194294966,-1.0906790969019011
ORD-103276,2023-02-22,2023-02-28,West,Rajasthan,Jaipur,Online,Corporate,Technology,Laptops,Business Laptop,1,475.59,343.6,0.0,25.61,22,0,4.3,475.59,-0.08638267860616501,0.06586219167859542,-1.2144973088686926,0.7382592954150772
ORD-104779,2023-02-22,2023-02-26,South,Telangana,Hyderabad,Online,Small Business,Technology,Phones,5G Smartphone,4,1421.83,1158.06,0.1,51.35,17,0,4.0,5687.32,2.067090320271862,2.9150430492199098,-0.4024485758493844,-0.09307633745627664
ORD-103531,2023-02-22,2023-03-01,North,Delhi,New Delhi,Online,Consumer,Furniture,Tables,Standing Desk,1,176.41,126.85,0.15,81.08,8,0,4.3,176.41,-0.7672628483351219,-0.692382474569078,0.5354771752253642,-1.5894804766247135
ORD-103987,2023-02-22,2023-02-25,West,Gujarat,Ahmedabad,Online,Consumer,Furniture,Storage,Office Cabinet,2,304.15,149.82,0.05,69.77,15,0,4.6,608.3,-0.47654945545733274,-0.6120277802959104,0.17866788344415294,-0.42561059060481815
ORD-104592,2023-02-23,2023-02-26,West,Rajasthan,Jaipur,Online,Home Office,Furniture,Tables,Standing Desk,3,393.02,300.1,0.0,100.11,18,0,3.4,1179.06,-0.27429723042954884,-0.08631147836419023,1.1358379906627158,0.07319078911799412
ORD-104230,2023-02-23,2023-02-28,East,Bihar,Patna,Retail Store,Home Office,Furniture,Chairs,Ergonomic Chair,5,695.68,362.08,0.0,80.46,14,0,4.2,3478.3999999999996,0.4145027968789814,0.13050976460711664,0.5159173378332905,-0.5918777171790889
ORD-102024,2023-02-23,2023-02-25,East,Odisha,Bhubaneswar,Distributor,Consumer,Technology,Accessories,Wireless Headset,2,992.89,535.47,0.05,48.4,19,0,4.6,1985.78,1.0908995989551338,0.737070515152372,-0.4955155440858631,0.23945791569226488
ORD-101910,2023-02-24,2023-02-26,North,Haryana,Gurugram,Online,Home Office,Technology,Laptops,Business Laptop,6,982.63,730.68,0.0,105.57,21,0,2.8,5895.78,1.0675496740222536,1.4199629778892036,1.308090752212266,0.5719921688408064
ORD-101214,2023-02-24,2023-02-25,North,Punjab,Ludhiana,Online,Consumer,Technology,Accessories,Wireless Headset,4,496.0,338.5,0.15,11.55,17,0,4.2,1984.0,-0.03993316906619568,0.04802114070806184,-1.6580639439211975,-0.09307633745627664
ORD-103535,2023-02-24,2023-02-26,North,Delhi,New Delhi,Online,Consumer,Office Supplies,Appliances,Label Printer,4,68.27,34.26,0.2,79.74,27,0,3.3,273.08,-1.0133701467992218,-1.0162850058164692,0.49320268795862465,1.569594928286431
ORD-101252,2023-02-24,2023-02-27,South,Tamil Nadu,Chennai,Online,Consumer,Furniture,Storage,Office Cabinet,5,99.21,75.32,0.05,42.08,19,0,3.1,496.04999999999995,-0.9429562406176123,-0.872647054277233,-0.6948996929857088,0.23945791569226488
ORD-103613,2023-02-24,2023-02-27,West,Maharashtra,Mumbai,Online,Home Office,Technology,Phones,5G Smartphone,1,1187.47,779.38,0.1,87.6,28,0,4.2,1187.47,1.5337288770681776,1.5903275234313567,0.7411709490903947,1.7358620548607018
ORD-103931,2023-02-24,2023-02-26,East,Bihar,Patna,Distributor,Home Office,Technology,Accessories,Wireless Headset,4,772.51,390.59,0.15,71.22,12,0,3.8,3090.04,0.5893541353383563,0.23024473777768714,0.2244126644417442,-0.9244119703276305
ORD-100068,2023-02-25,2023-02-26,West,Gujarat,Ahmedabad,Online,Consumer,Office Supplies,Appliances,Label Printer,2,223.65,121.73,0.0,82.96,16,0,4.6,447.3,-0.6597530575135565,-0.7102934904453782,0.594787649898103,-0.2593434640305474
ORD-104696,2023-02-25,2023-03-03,West,Gujarat,Ahmedabad,Retail Store,Consumer,Technology,Accessories,Wireless Headset,4,1267.57,696.47,0.0,40.94,16,0,3.7,5070.28,1.716022150666979,1.300288006575096,-0.7308645552872632,-0.2593434640305474
ORD-103579,2023-02-26,2023-03-03,North,Haryana,Gurugram,Retail Store,Consumer,Technology,Phones,5G Smartphone,6,895.13,538.0,0.05,54.92,22,0,4.3,5370.78,0.8684153239611409,0.7459210757318718,-0.28982177022083233,0.7382592954150772
ORD-102855,2023-02-26,2023-03-02,North,Haryana,Gurugram,Retail Store,Consumer,Furniture,Storage,Office Cabinet,6,280.58,168.73,0.1,26.37,24,0,3.9,1683.48,-0.5301905598109377,-0.5458759618934029,-1.1905207340009896,1.0707935485636186
ORD-104104,2023-02-26,2023-03-01,North,Haryana,Gurugram,Retail Store,Small Business,Office Supplies,Binders,Ring Binder,2,81.26,49.95,0.05,16.07,24,0,3.8,162.52,-0.9838072301444348,-0.9613975372424163,-1.5154664197080165,1.0707935485636186
ORD-101026,2023-02-26,2023-02-27,East,Bihar,Patna,Retail Store,Consumer,Office Supplies,Binders,Ring Binder,2,73.02,40.15,0.05,55.18,18,0,4.0,146.04,-1.0025599963673328,-0.9956803410681473,-0.2816192577660919,0.07319078911799412
ORD-102478,2023-02-26,2023-03-04,North,Haryana,Gurugram,Online,Home Office,Furniture,Chairs,Ergonomic Chair,3,782.17,424.99,0.2,42.89,21,0,4.0,2346.5099999999998,0.6113385675851031,0.3505843756965798,-0.6693457118767095,0.5719921688408064
ORD-101054,2023-02-26,2023-03-02,West,Gujarat,Ahmedabad,Online,Corporate,Technology,Phones,5G Smartphone,6,491.21,242.93,0.15,33.0,14,0,3.7,2947.2599999999998,-0.05083435234382693,-0.28630616149858235,-0.9813566664051072,-0.5918777171790889
ORD-102668,2023-02-26,2023-03-01,North,Delhi,New Delhi,Online,Consumer,Technology,Laptops,Business Laptop,5,1215.03,876.6,0.0,86.53,19,0,3.9,6075.15,1.5964505077845692,1.930426930363762,0.7074144555266553,0.23945791569226488
ORD-103915,2023-02-27,2023-03-05,South,Karnataka,Bengaluru,Online,Consumer,Office Supplies,Binders,Ring Binder,6,192.23,88.53,0.15,82.14,31,0,4.9,1153.3799999999999,-0.7312593578440726,-0.8264352340182629,0.5689181875408447,2.234663434583514
ORD-100216,2023-02-27,2023-03-01,North,Delhi,New Delhi,Online,Consumer,Technology,Laptops,Business Laptop,3,644.68,444.81,0.1,84.91,28,0,5.0,1934.04,0.29843591855764706,0.4199195973114766,0.6563064933086566,1.7358620548607018
ORD-101587,2023-02-27,2023-03-04,West,Rajasthan,Jaipur,Retail Store,Corporate,Furniture,Storage,Office Cabinet,5,782.95,592.03,0.1,63.08,25,0,4.1,3914.75,0.6131137080770767,0.9349312686608765,-0.032389071641284885,1.2370606751378894
ORD-104623,2023-02-27,2023-02-28,North,Haryana,Gurugram,Online,Consumer,Technology,Accessories,Wireless Headset,8,629.4,433.56,0.0,10.27,11,0,3.5,5035.2,0.26366137148411795,0.3805643378176527,-1.6984455436983814,-1.0906790969019011
ORD-100126,2023-02-27,2023-03-05,North,Haryana,Gurugram,Online,Consumer,Furniture,Tables,Standing Desk,3,574.17,294.2,0.0,43.23,16,1,4.0,1722.5099999999998,0.1379677697255435,-0.10695112556539575,-0.6586193494358952,-0.2593434640305474
ORD-101570,2023-02-28,2023-03-01,North,Delhi,New Delhi,Distributor,Corporate,Technology,Accessories,Wireless Headset,6,503.27,398.06,0.05,46.08,13,0,4.7,3019.62,-0.02338794935254669,0.2563766300815863,-0.568707193682009,-0.7581448437533597
ORD-101095,2023-02-28,2023-03-05,West,Maharashtra,Mumbai,Online,Consumer,Office Supplies,Appliances,Label Printer,5,101.38,78.84,0.1,53.13,5,1,3.5,506.9,-0.9380177087360966,-0.8603332308622765,-0.346292913659238,-2.0882818563475256
ORD-103758,2023-02-28,2023-03-02,West,Rajasthan,Jaipur,Online,Consumer,Technology,Accessories,Wireless Headset,5,1161.55,624.48,0.1,51.11,13,0,4.9,5807.75,1.4747395930272171,1.0484493282675065,-0.4100201258076065,-0.7581448437533597
ORD-104647,2023-02-28,2023-03-04,North,Punjab,Ludhiana,Online,Small Business,Office Supplies,Binders,Ring Binder,4,172.92,132.75,0.2,94.22,23,0,4.1,691.68,-0.7752054641261309,-0.6717428273678725,0.950019535438018,0.904526421989348
ORD-103133,2023-03-01,2023-03-06,North,Delhi,New Delhi,Online,Home Office,Office Supplies,Binders,Ring Binder,3,106.25,60.83,0.0,96.7,11,0,4.9,318.75,-0.926934459766981,-0.9233366285052782,1.028258885006312,-1.0906790969019011
ORD-104536,2023-03-01,2023-03-06,South,Telangana,Hyderabad,Online,Home Office,Technology,Phones,5G Smartphone,2,151.31,87.33,0.05,49.22,9,1,4.3,302.62,-0.8243859590383668,-0.8306331283642708,-0.4696460817286046,-1.4232133500504427
ORD-100438,2023-03-01,2023-03-05,East,Bihar,Patna,Retail Store,Consumer,Technology,Phones,5G Smartphone,4,1378.03,994.72,0.1,65.02,11,1,4.6,5512.12,1.967409354184128,2.343639663822471,0.02881429052100944,-1.0906790969019011
ORD-102751,2023-03-01,2023-03-03,South,Tamil Nadu,Chennai,Retail Store,Consumer,Office Supplies,Paper,Printer Paper,3,59.46,34.83,0.1,98.4,14,0,4.0,178.38,-1.0334201310739464,-1.0142910060021155,1.0818906972103846,-0.5918777171790889
ORD-101850,2023-03-01,2023-03-03,North,Haryana,Gurugram,Retail Store,Consumer,Office Supplies,Appliances,Label Printer,5,98.41,79.7,0.05,10.51,14,0,4.5,492.04999999999995,-0.9447768975324567,-0.8573247399143042,-1.6908739937401593,-0.5918777171790889
ORD-102634,2023-03-02,2023-03-06,West,Gujarat,Ahmedabad,Online,Home Office,Technology,Phones,5G Smartphone,6,1273.3,599.84,0.0,44.73,27,0,4.2,7639.799999999999,1.7290626058195526,0.9622525643628114,-0.6112971621970077,1.569594928286431
ORD-100279,2023-03-02,2023-03-05,East,West Bengal,Kolkata,Online,Consumer,Furniture,Tables,Standing Desk,4,557.54,332.82,0.15,51.39,13,0,5.0,2230.16,0.10012086410821432,0.02815110747029119,-0.40118665085634747,-0.7581448437533597
ORD-103886,2023-03-02,2023-03-05,East,Odisha,Bhubaneswar,Online,Consumer,Furniture,Tables,Standing Desk,5,170.02,94.1,0.05,53.38,8,0,4.2,850.1,-0.781805345442442,-0.8069500077622097,-0.33840588245275677,-1.5894804766247135
ORD-104576,2023-03-02,2023-03-05,West,Rajasthan,Jaipur,Distributor,Home Office,Technology,Phones,5G Smartphone,5,485.42,235.43,0.1,13.3,20,0,3.6,2427.1,-0.06401135676501363,-0.3125430011611316,-1.6028547254758287,0.40572504226653566
ORD-103638,2023-03-02,2023-03-05,West,Gujarat,Ahmedabad,Online,Consumer,Office Supplies,Appliances,Label Printer,3,162.19,90.12,0.15,17.49,22,0,3.4,486.57,-0.7996250249964821,-0.8208730240098024,-1.4706680824552034,0.7382592954150772
ORD-101360,2023-03-02,2023-03-03,East,West Bengal,Kolkata,Distributor,Consumer,Office Supplies,Appliances,Label Printer,2,103.43,71.15,0.1,105.27,15,0,4.1,206.86,-0.9333522753918077,-0.8872347371296103,1.2986263147644885,-0.42561059060481815
ORD-100677,2023-03-03,2023-03-07,South,Telangana,Hyderabad,Distributor,Small Business,Office Supplies,Paper,Printer Paper,2,35.55,19.02,0.0,51.55,31,0,3.6,71.1,-1.08783501461636,-1.0695982640107693,-0.3961389508841996,2.234663434583514
ORD-101327,2023-03-03,2023-03-07,East,Bihar,Patna,Retail Store,Consumer,Office Supplies,Binders,Ring Binder,3,55.37,35.4,0.15,66.14,14,0,3.7,166.10999999999999,-1.0427282395510886,-1.0122970061877619,0.06414819032604552,-0.5918777171790889
ORD-100430,2023-03-03,2023-03-07,East,Odisha,Bhubaneswar,Online,Home Office,Furniture,Storage,Office Cabinet,2,101.05,71.0,0.0,15.31,26,0,4.0,202.1,-0.9387687297134699,-0.8877594739228614,-1.5394429945757195,1.4033278017121602
ORD-100245,2023-03-03,2023-03-09,North,Haryana,Gurugram,Online,Consumer,Furniture,Chairs,Ergonomic Chair,2,801.65,572.51,0.0,15.32,20,0,4.4,1603.3,0.6556715634615657,0.8666455206324818,-1.5391275133274602,0.40572504226653566
ORD-101121,2023-03-03,2023-03-08,West,Maharashtra,Mumbai,Online,Corporate,Technology,Accessories,Wireless Headset,5,1160.79,855.6,0.05,26.44,21,0,4.4,5803.95,1.4730099689581149,1.856963779308624,-1.188312365263175,0.5719921688408064
ORD-100880,2023-03-04,2023-03-10,West,Rajasthan,Jaipur,Distributor,Corporate,Office Supplies,Paper,Printer Paper,6,209.89,162.7,0.15,95.71,14,0,3.8,1259.34,-0.6910683564488812,-0.5669703809820926,0.997026241428646,-0.5918777171790889
ORD-103320,2023-03-04,2023-03-09,East,West Bengal,Kolkata,Online,Consumer,Technology,Laptops,Business Laptop,3,711.78,578.7,0.1,60.99,10,0,4.0,2135.34,0.4511435172902262,0.8882996589673059,-0.09832465252746792,-1.256946223476172
ORD-101255,2023-03-04,2023-03-07,South,Telangana,Hyderabad,Online,Corporate,Office Supplies,Paper,Printer Paper,7,91.8,51.83,0.05,29.08,11,0,4.4,642.6,-0.959820075291359,-0.9548208361003373,-1.105025315722733,-1.0906790969019011
ORD-103542,2023-03-04,2023-03-08,North,Delhi,New Delhi,Retail Store,Small Business,Furniture,Tables,Standing Desk,4,249.65,134.56,0.1,77.88,16,0,4.0,998.6,-0.6005817077811116,-0.6654110033959773,0.43452317578240424,-0.2593434640305474
ORD-102365,2023-03-04,2023-03-07,North,Haryana,Gurugram,Distributor,Consumer,Technology,Laptops,Business Laptop,5,923.95,722.88,0.0,11.82,17,0,4.0,4619.75,0.9340044893184126,1.3926766646401525,-1.6495459502181977,-0.09307633745627664
ORD-100006,2023-03-04,2023-03-09,East,Odisha,Bhubaneswar,Distributor,Consumer,Office Supplies,Appliances,Label Printer,7,28.96,18.35,0.15,79.32,20,0,3.6,202.72,-1.1028326759523914,-1.071942088353957,0.4799524755317361,0.40572504226653566
ORD-102316,2023-03-05,2023-03-09,East,Bihar,Patna,Distributor,Small Business,Furniture,Chairs,Ergonomic Chair,4,766.58,354.24,0.05,62.18,17,0,4.9,3066.32,0.5758585159570718,0.1030835215465319,-0.06078238398461729,-0.09307633745627664
ORD-103619,2023-03-05,2023-03-08,West,Rajasthan,Jaipur,Distributor,Consumer,Technology,Laptops,Business Laptop,1,1257.24,867.5,0.1,23.92,11,0,3.9,1257.24,1.6925129182540501,1.8985928982398688,-1.2678136398245057,-1.0906790969019011
ORD-103280,2023-03-05,2023-03-11,South,Karnataka,Bengaluru,Online,Consumer,Technology,Laptops,Business Laptop,4,773.28,414.23,0.15,15.56,25,0,4.3,3093.12,0.5911065176188941,0.3129432563940425,-1.5315559633692382,1.2370606751378894
ORD-102864,2023-03-05,2023-03-09,East,Bihar,Patna,Online,Small Business,Office Supplies,Paper,Printer Paper,3,76.84,61.11,0.15,38.95,23,0,5.0,230.52,-0.9938663595989503,-0.9223571198245429,-0.7936453236908537,0.904526421989348
ORD-102528,2023-03-05,2023-03-09,North,Punjab,Ludhiana,Retail Store,Consumer,Technology,Laptops,Business Laptop,8,699.13,454.67,0.2,41.74,26,0,4.3,5593.04,0.4223543798242482,0.45441229585450804,-0.7056260554265231,1.4033278017121602
ORD-100752,2023-03-05,2023-03-08,East,Odisha,Bhubaneswar,Online,Corporate,Office Supplies,Appliances,Label Printer,7,162.98,85.15,0.0,115.54,20,0,4.0,1140.86,-0.7978271262930732,-0.8382593030928518,1.622625556726738,0.40572504226653566
ORD-103981,2023-03-06,2023-03-09,East,Bihar,Patna,Distributor,Consumer,Office Supplies,Binders,Ring Binder,2,202.06,91.7,0.1,56.97,16,0,3.1,404.12,-0.7088880360029214,-0.8153457964542254,-0.2251481143276863,-0.2593434640305474
ORD-100727,2023-03-06,2023-03-10,West,Gujarat,Ahmedabad,Distributor,Home Office,Technology,Phones,5G Smartphone,3,515.08,267.9,0.1,29.84,1,0,3.6,1545.2400000000002,0.003489498352844783,-0.19895497664873515,-1.08104874085503,-2.7533503626446088
ORD-101720,2023-03-06,2023-03-11,North,Haryana,Gurugram,Distributor,Consumer,Technology,Laptops,Business Laptop,5,628.33,329.18,0.0,72.94,20,0,4.4,3141.65,0.26122624286051366,0.015417494620734003,0.27867543914233506,0.40572504226653566
ORD-101542,2023-03-06,2023-03-08,North,Haryana,Gurugram,Retail Store,Consumer,Technology,Phones,5G Smartphone,3,490.94,325.17,0.1,103.72,21,0,4.7,1472.82,-0.05144882405258689,0.001389531014491036,1.249726721284305,0.5719921688408064
ORD-100195,2023-03-06,2023-03-08,South,Telangana,Hyderabad,Online,Home Office,Furniture,Storage,Office Cabinet,5,464.29,339.6,0.05,41.31,26,0,3.8,2321.4500000000003,-0.11209945752834291,0.05186921052523581,-0.7191917491016708,1.4033278017121602
ORD-103534,2023-03-06,2023-03-10,East,West Bengal,Kolkata,Online,Home Office,Furniture,Chairs,Ergonomic Chair,4,390.9,313.99,0.05,88.32,20,0,4.9,1563.6,-0.27912197125388666,-0.03772085130914907,0.7638855989650606,0.40572504226653566
ORD-104431,2023-03-06,2023-03-09,East,Odisha,Bhubaneswar,Retail Store,Consumer,Furniture,Storage,Office Cabinet,4,604.58,474.63,0.05,78.32,12,0,3.9,2418.32,0.20717549070106872,0.5242372718097724,0.44840435070581114,-0.9244119703276305
ORD-101930,2023-03-07,2023-03-09,West,Gujarat,Ahmedabad,Online,Small Business,Technology,Laptops,Business Laptop,4,1004.81,671.31,0.05,84.84,18,0,3.3,4019.24,1.1180273869863162,1.2122721551204636,0.6540981245708422,0.07319078911799412
ORD-101808,2023-03-07,2023-03-12,South,Tamil Nadu,Chennai,Online,Consumer,Office Supplies,Paper,Printer Paper,2,230.35,186.57,0.2,97.2,29,1,3.6,460.7,-0.6445050558517341,-0.48346726594941913,1.0440329474192744,1.9021291814349726
ORD-103527,2023-03-07,2023-03-10,North,Delhi,New Delhi,Online,Consumer,Technology,Phones,5G Smartphone,3,1276.85,690.96,0.2,76.69,15,0,4.2,3830.5499999999997,1.7371417708791748,1.281012675036343,0.39698090723955365,-0.42561059060481815
ORD-100694,2023-03-07,2023-03-12,West,Gujarat,Ahmedabad,Retail Store,Small Business,Furniture,Storage,Office Cabinet,8,492.29,305.41,0.0,70.4,15,0,4.1,3938.32,-0.04837646550878681,-0.06773579588310535,0.19854320208448595,-0.42561059060481815
ORD-102853,2023-03-07,2023-03-09,North,Delhi,New Delhi,Distributor,Corporate,Technology,Phones,5G Smartphone,6,1359.42,957.16,0.0,78.37,22,0,4.7,8156.52,1.925056322702559,2.2122455707924242,0.44998175694710774,0.7382592954150772
ORD-103247,2023-03-07,2023-03-11,North,Punjab,Ludhiana,Online,Consumer,Technology,Phones,5G Smartphone,5,1317.14,685.67,0.15,46.23,22,0,4.4,6585.700000000001,1.8288346047530293,1.2625069574610248,-0.5639749749581203,0.7382592954150772
ORD-104257,2023-03-07,2023-03-12,South,Tamil Nadu,Chennai,Online,Consumer,Office Supplies,Binders,Ring Binder,1,156.72,78.53,0.15,72.0,29,0,3.7,156.72,-0.812073766651731,-0.8614176869016619,0.2490202018059657,1.9021291814349726
ORD-101530,2023-03-07,2023-03-11,South,Tamil Nadu,Chennai,Retail Store,Consumer,Technology,Accessories,Wireless Headset,7,668.68,492.49,0.0,29.47,13,1,4.2,4680.759999999999,0.35305562600298085,0.586715932659523,-1.0927215470406224,-0.7581448437533597
ORD-100000,2023-03-07,2023-03-09,North,Punjab,Ludhiana,Online,Consumer,Office Supplies,Appliances,Label Printer,2,132.46,91.09,0.05,56.17,6,0,3.4,264.92,-0.8672851875943892,-0.8174797260801128,-0.25038661418842617,-1.922014729773255
ORD-100171,2023-03-07,2023-03-08,North,Punjab,Ludhiana,Online,Corporate,Technology,Laptops,Business Laptop,5,187.46,122.23,0.0,83.49,10,0,4.0,937.3000000000001,-0.7421150246988326,-0.7085443678012082,0.6115081560558432,-1.256946223476172
ORD-104697,2023-03-07,2023-03-11,East,West Bengal,Kolkata,Online,Consumer,Technology,Laptops,Business Laptop,7,442.7,358.92,0.05,53.04,15,0,4.0,3098.9,-0.16123443601770784,0.11945530949596266,-0.3491322448935713,-0.42561059060481815
