order_id,order_date,ship_date,region,state,city,sales_channel,customer_segment,category,sub_category,product_name,units_sold,unit_price,unit_cost,discount_pct,marketing_spend,inventory_days,returned,customer_rating,gross_sales,unit_price_zscore,unit_cost_zscore,marketing_spend_zscore,inventory_days_zscore,discount_amount,net_revenue,total_cost,profit,profit_margin_pct,ship_delay_days,is_weekend_order,order_year,order_month,order_month_name,year_month,quarter,average_selling_price,return_flag,high_discount_flag
ORD-104769,2023-02-04,2023-02-07,West,Rajasthan,Jaipur,Online,Consumer,Technology,Accessories,Wireless Headset,2,1088.87,820.66,0.1,22.01,26,0,5.0,2177.74,1.3093329123135977,1.7347350889340278,-1.3280705582420222,1.4033278017121602,217.774,1959.966,1641.32,296.63599999999997,15.134752337540549,3,True,2023,2,Feb,2023-02,2023Q1,979.983,Not Returned,Normal
ORD-104021,2023-02-04,2023-02-05,West,Maharashtra,Mumbai,Distributor,Home Office,Technology,Phones,5G Smartphone,4,1344.37,968.1,0.05,77.75,9,0,3.1,5377.48,1.890805214492047,2.250516374246863,0.43042191955503417,-1.4232133500504427,268.87399999999997,5108.606,3872.4,1158.4559999999997,22.67655794946801,1,True,2023,2,Feb,2023-02,2023Q1,1277.1515,Not Returned,Normal
ORD-101269,2023-02-05,2023-02-09,East,West Bengal,Kolkata,Online,Corporate,Technology,Accessories,Wireless Headset,5,1495.38,706.25,0.0,80.39,13,0,4.0,7476.900000000001,2.234476965380375,1.33450084549506,0.513708969095476,-0.7581448437533597,0.0,7476.900000000001,3531.25,3865.2600000000007,51.696023753159736,4,True,2023,2,Feb,2023-02,2023Q1,1495.38,Not Returned,Normal
ORD-101285,2023-02-05,2023-02-07,West,Rajasthan,Jaipur,Online,Consumer,Technology,Phones,5G Smartphone,1,895.93,552.7,0.15,20.54,28,0,4.6,895.93,0.8702359808759853,0.7973452814704686,-1.3744463017361321,1.7358620548607018,134.3895,761.5405,552.7,188.30049999999991,24.726262096369126,2,True,2023,2,Feb,2023-02,2023Q1,761.5405,Not Returned,High
ORD-104893,2023-02-05,2023-02-09,South,Telangana,Hyderabad,Online,Consumer,Technology,Accessories,Wireless Headset,6,1536.96,790.88,0.0,69.31,17,0,4.8,9221.76,2.3291056085294155,1.6305573442472656,0.16415574602422767,-0.09307633745627664,0.0,9221.76,4745.28,4407.17,47.7909856686793,4,True,2023,2,Feb,2023-02,2023Q1,1536.96,Not Returned,Normal
ORD-104328,2023-02-05,2023-02-06,West,Rajasthan,Jaipur,Distributor,Corporate,Furniture,Storage,Office Cabinet,4,252.12,172.77,0.05,36.9,21,0,4.8,1008.48,-0.5949604295565293,-0.5317430509285097,-0.858318979584,0.5719921688408064,50.42400000000001,958.056,691.08,230.076,24.01488013226784,1,True,2023,2,Feb,2023-02,2023Q1,239.514,Not Returned,Normal
ORD-101517,2023-02-05,2023-02-08,North,Punjab,Ludhiana,Online,Corporate,Technology,Phones,5G Smartphone,3,725.53,347.95,0.05,79.55,18,0,5.0,2176.59,0.4824360580141154,0.08107955868287385,0.48720854424169896,0.07319078911799412,108.82950000000001,2067.7605000000003,1043.85,944.3605000000005,45.67069058529749,3,True,2023,2,Feb,2023-02,2023Q1,689.2535000000001,Not Returned,Normal
ORD-102883,2023-02-05,2023-02-09,East,Bihar,Patna,Online,Consumer,Technology,Accessories,Wireless Headset,3,840.62,531.86,0.05,62.25,17,0,3.8,2521.86,0.7443603134259266,0.724441849661465,-0.05857401524680254,-0.09307633745627664,126.09300000000002,2395.7670000000003,1595.58,737.9370000000004,30.80170150102244,4,True,2023,2,Feb,2023-02,2023Q1,798.589,Not Returned,Normal
ORD-104951,2023-02-06,2023-02-10,West,Maharashtra,Mumbai,Online,Home Office,Technology,Laptops,Business Laptop,2,147.2,104.81,0.2,25.02,21,0,3.6,294.4,-0.8337395839383802,-0.7694838007240893,-1.2331107025159884,0.5719921688408064,58.879999999999995,235.51999999999998,209.62,0.8799999999999777,0.3736413043478166,4,False,2023,2,Feb,2023-02,2023Q1,117.75999999999999,Not Returned,High
ORD-101975,2023-02-06,2023-02-10,East,West Bengal,Kolkata,Distributor,Consumer,Office Supplies,Binders,Ring Binder,4,73.49,48.92,0.05,27.14,22,0,4.0,293.96,-1.0014903604298615,-0.9650007298894063,-1.1662286778850275,0.7382592954150772,14.698,279.262,195.68,56.44199999999999,20.21112790139725,4,False,2023,2,Feb,2023-02,2023Q1,69.8155,Not Returned,Normal
ORD-104346,2023-02-06,2023-02-10,North,Punjab,Ludhiana,Online,Consumer,Furniture,Chairs,Ergonomic Chair,1,607.42,488.37,0.0,112.07,4,1,4.5,607.42,0.2136388227487664,0.5723031620715626,1.513153563580778,-2.2545489829217966,0.0,607.42,488.37,6.979999999999961,1.1491225181916898,4,False,2023,2,Feb,2023-02,2023Q1,607.42,Returned,Normal
ORD-100698,2023-02-06,2023-02-09,West,Maharashtra,Mumbai,Retail Store,Home Office,Technology,Phones,5G Smartphone,6,1064.08,537.96,0.2,45.45,14,0,3.2,6384.48,1.252915306164855,0.7457811459203384,-0.5885825123223416,-0.5918777171790889,1276.896,5107.584,3227.76,1834.3739999999996,35.914710360123294,3,False,2023,2,Feb,2023-02,2023Q1,851.264,Not Returned,High
ORD-103337,2023-02-06,2023-02-10,West,Gujarat,Ahmedabad,Online,Small Business,Furniture,Storage,Office Cabinet,3,609.5,315.56,0.0,26.17,20,1,4.1,1828.5,0.21837253072736207,-0.03222860620645545,-1.1968303589661746,0.40572504226653566,0.0,1828.5,946.6800000000001,855.65,46.79518731200437,4,False,2023,2,Feb,2023-02,2023Q1,609.5,Returned,Normal
ORD-100573,2023-02-06,2023-02-08,West,Maharashtra,Mumbai,Online,Consumer,Office Supplies,Binders,Ring Binder,5,136.94,103.58,0.15,104.92,13,0,5.0,684.7,-0.8570895088712603,-0.7737866424287475,1.287584471075415,-0.7581448437533597,102.705,581.995,517.9,-40.824999999999974,-7.014665074442215,2,False,2023,2,Feb,2023-02,2023Q1,116.399,Not Returned,High
ORD-102411,2023-02-06,2023-02-11,East,West Bengal,Kolkata,Distributor,Corporate,Technology,Phones,5G Smartphone,4,1237.6,897.09,0.1,36.88,15,0,4.6,4950.4,1.6478157909946185,2.0021059763218467,-0.8589499420805183,-0.42561059060481815,495.03999999999996,4455.36,3588.36,830.1199999999995,18.63193995546936,5,False,2023,2,Feb,2023-02,2023Q1,1113.84,Not Returned,Normal
ORD-101641,2023-02-06,2023-02-11,North,Punjab,Ludhiana,Retail Store,Corporate,Furniture,Storage,Office Cabinet,1,111.82,91.14,0.2,85.33,28,0,3.9,111.82,-0.9142581359973765,-0.8173048138156959,0.6695567057355452,1.7358620548607018,22.364,89.45599999999999,91.14,-87.01400000000001,-97.27016633875874,5,False,2023,2,Feb,2023-02,2023Q1,89.45599999999999,Not Returned,High
ORD-104985,2023-02-07,2023-02-11,East,West Bengal,Kolkata,Distributor,Home Office,Office Supplies,Appliances,Label Printer,2,54.15,44.31,0.1,25.75,11,0,4.4,108.3,-1.0455047413462264,-0.9811276406686532,-1.2100805713930631,-1.0906790969019011,10.83,97.47,88.62,-16.900000000000006,-17.3386683081974,4,False,2023,2,Feb,2023-02,2023Q1,48.735,Not Returned,Normal
ORD-102504,2023-02-07,2023-02-11,East,West Bengal,Kolkata,Online,Consumer,Office Supplies,Paper,Printer Paper,2,80.03,59.2,0.1,56.41,21,0,2.8,160.06,-0.9866064901510082,-0.9290387683252722,-0.24281506423020435,0.5719921688408064,16.006,144.054,118.4,-30.756,-21.350326960723063,4,False,2023,2,Feb,2023-02,2023Q1,72.027,Not Returned,Normal
ORD-101652,2023-02-07,2023-02-10,East,Bihar,Patna,Distributor,Consumer,Technology,Accessories,Wireless Headset,5,126.28,99.78,0.05,78.32,28,0,3.7,631.4,-0.8813497622615629,-0.787079974524439,0.44840435070581114,1.7358620548607018,31.57,599.8299999999999,498.9,22.609999999999957,3.7694013303769336,3,False,2023,2,Feb,2023-02,2023Q1,119.96599999999998,Not Returned,Normal
ORD-104119,2023-02-07,2023-02-11,East,Bihar,Patna,Online,Corporate,Technology,Accessories,Wireless Headset,3,443.67,322.38,0.0,62.03,28,0,3.8,1331.01,-0.15902688950845886,-0.008370573339977356,-0.065514602708506,1.7358620548607018,0.0,1331.01,967.14,301.84000000000003,22.677515570882264,4,False,2023,2,Feb,2023-02,2023Q1,443.67,Not Returned,Normal
ORD-100847,2023-02-07,2023-02-10,West,Maharashtra,Mumbai,Retail Store,Consumer,Technology,Laptops,Business Laptop,2,1210.5,936.95,0.1,66.64,10,0,5.0,2421.0,1.5861410380042626,2.141546033515075,0.07992225273900799,-1.256946223476172,242.10000000000002,2178.9,1873.9,238.36,10.93946486759374,3,False,2023,2,Feb,2023-02,2023Q1,1089.45,Not Returned,Normal
ORD-104723,2023-02-07,2023-02-10,South,Tamil Nadu,Chennai,Distributor,Consumer,Furniture,Chairs,Ergonomic Chair,2,859.99,499.39,0.0,41.38,17,0,5.0,1719.98,0.788442968976598,0.6108538251490683,-0.7169833803638561,-0.09307633745627664,0.0,1719.98,998.78,679.82,39.5248781962581,3,False,2023,2,Feb,2023-02,2023Q1,859.99,Not Returned,Normal
ORD-103463,2023-02-07,2023-02-14,West,Maharashtra,Mumbai,Online,Small Business,Technology,Phones,5G Smartphone,2,1213.71,779.72,0.0,83.49,21,0,2.4,2427.42,1.593446423875076,1.5915169268293925,0.6115081560558432,0.5719921688408064,0.0,2427.42,1559.44,784.49,32.317851875653986,7,False,2023,2,Feb,2023-02,2023Q1,1213.71,Not Returned,Normal
ORD-102971,2023-02-07,2023-02-10,North,Haryana,Gurugram,Distributor,Small Business,Technology,Laptops,Business Laptop,9,1146.78,530.36,0.0,70.2,20,0,4.3,10321.02,1.4411257147369012,0.7191944817289551,0.1922335771193009,0.40572504226653566,0.0,10321.02,4773.24,5477.580000000001,53.07208008510788,3,False,2023,2,Feb,2023-02,2023Q1,1146.78,Not Returned,Normal
ORD-100583,2023-02-07,2023-02-14,North,Punjab,Ludhiana,Online,Home Office,Technology,Laptops,Business Laptop,5,126.36,67.86,0.1,11.67,21,1,4.1,631.8,-0.8811676965700783,-0.8987439641282485,-1.6542781689420862,0.5719921688408064,63.18,568.62,339.3,217.65,38.27688086947346,7,False,2023,2,Feb,2023-02,2023Q1,113.724,Returned,Normal
ORD-102277,2023-02-07,2023-02-12,East,Odisha,Bhubaneswar,Online,Corporate,Furniture,Storage,Office Cabinet,4,191.54,132.17,0.05,75.12,17,0,5.0,766.16,-0.7328296744331261,-0.6737718096351097,0.3474503512628517,-0.09307633745627664,38.308,727.852,528.68,124.05200000000002,17.043574792677635,5,False,2023,2,Feb,2023-02,2023Q1,181.963,Not Returned,Normal
ORD-101463,2023-02-07,2023-02-11,East,Odisha,Bhubaneswar,Online,Small Business,Furniture,Chairs,Ergonomic Chair,2,287.01,197.32,0.1,67.12,22,0,4.2,574.02,-0.5155570298578753,-0.4458611290997652,0.0950653526554521,0.7382592954150772,57.402,516.6179999999999,394.64,54.85799999999995,10.618677630280004,4,False,2023,2,Feb,2023-02,2023Q1,258.30899999999997,Not Returned,Normal
ORD-101452,2023-02-07,2023-02-09,North,Haryana,Gurugram,Online,Consumer,Technology,Accessories,Wireless Headset,1,1422.81,754.5,0.05,41.97,18,0,4.0,1422.81,2.0693206249925464,1.5032911806574603,-0.6983699867165605,0.07319078911799412,71.1405,1351.6695,754.5,555.1995,41.075092690927775,2,False,2023,2,Feb,2023-02,2023Q1,1351.6695,Not Returned,Normal
ORD-103616,2023-02-07,2023-02-09,South,Telangana,Hyderabad,Distributor,Consumer,Office Supplies,Binders,Ring Binder,4,121.72,67.51,0.15,110.73,31,0,3.2,486.88,-0.8917275066761762,-0.8999683499791676,1.4708790763140391,2.234663434583514,73.032,413.848,270.04,33.07799999999999,7.992789623243314,2,False,2023,2,Feb,2023-02,2023Q1,103.462,Not Returned,High
ORD-104340,2023-02-07,2023-02-10,South,Telangana,Hyderabad,Distributor,Consumer,Furniture,Storage,Office Cabinet,3,779.07,539.6,0.15,44.93,22,0,4.8,2337.21,0.604283522040081,0.7515182681932158,-0.6049875372318226,0.7382592954150772,350.5815,1986.6285,1618.8000000000002,322.89849999999984,16.253592455761094,3,False,2023,2,Feb,2023-02,2023Q1,662.2095,Not Returned,High
ORD-102313,2023-02-08,2023-02-12,South,Telangana,Hyderabad,Retail Store,Small Business,Office Supplies,Paper,Printer Paper,2,149.72,111.72,0.15,53.99,29,0,4.2,299.44,-0.8280045146566201,-0.7453109257816606,-0.31916152630894257,1.9021291814349726,44.916,254.524,223.44,-22.906,-8.999544247300843,4,False,2023,2,Feb,2023-02,2023Q1,127.262,Not Returned,High
ORD-100886,2023-02-08,2023-02-11,North,Punjab,Ludhiana,Distributor,Corporate,Furniture,Chairs,Ergonomic Chair,3,729.86,394.66,0.15,108.09,27,1,5.0,2189.58,0.4922903635657111,0.24448259610123071,1.387592026773597,1.569594928286431,328.43699999999995,1861.143,1183.98,569.073,30.576532808064723,3,False,2023,2,Feb,2023-02,2023Q1,620.381,Returned,High
ORD-102617,2023-02-08,2023-02-13,North,Haryana,Gurugram,Distributor,Corporate,Office Supplies,Binders,Ring Binder,1,21.69,10.31,0.1,44.49,6,0,4.2,21.69,-1.1193778956660403,-1.1000679804722098,-0.6188687121552295,-1.922014729773255,2.169,19.521,10.31,-35.279,-180.7233236002254,5,False,2023,2,Feb,2023-02,2023Q1,19.521,Not Returned,Normal
ORD-100897,2023-02-09,2023-02-12,West,Rajasthan,Jaipur,Online,Consumer,Furniture,Chairs,Ergonomic Chair,3,759.6,620.2,0.15,25.18,10,0,4.2,2278.8,0.5599732843750539,1.0334768384334119,-1.2280630025438404,-1.256946223476172,341.82,1936.9800000000002,1860.6000000000001,51.20000000000011,2.6432900701091446,3,False,2023,2,Feb,2023-02,2023Q1,645.6600000000001,Not Returned,High
ORD-100545,2023-02-09,2023-02-11,South,Tamil Nadu,Chennai,Retail Store,Consumer,Technology,Phones,5G Smartphone,3,1298.22,610.46,0.1,71.99,16,0,4.7,3894.66,1.7857760687169577,0.9994039293249811,0.2487047205577063,-0.2593434640305474,389.466,3505.194,1831.38,1601.8239999999998,45.69858330237926,2,False,2023,2,Feb,2023-02,2023Q1,1168.398,Not Returned,Normal
ORD-101982,2023-02-09,2023-02-12,East,Odisha,Bhubaneswar,Online,Home Office,Technology,Accessories,Wireless Headset,3,994.38,517.09,0.1,19.77,29,0,4.1,2983.14,1.0942905724590317,0.6727727667526846,-1.3987383578520944,1.9021291814349726,298.314,2684.826,1551.27,1113.786,41.48447608895325,3,False,2023,2,Feb,2023-02,2023Q1,894.942,Not Returned,Normal
ORD-101025,2023-02-10,2023-02-13,West,Gujarat,Ahmedabad,Online,Consumer,Furniture,Storage,Office Cabinet,3,680.83,419.77,0.1,101.03,1,0,4.0,2042.4900000000002,0.3807068528971813,0.3323235352914454,1.1648622655025669,-2.7533503626446088,204.24900000000002,1838.2410000000002,1259.31,477.9010000000003,25.997733703034598,3,False,2023,2,Feb,2023-02,2023Q1,612.7470000000001,Not Returned,Normal
ORD-104184,2023-02-10,2023-02-13,South,Telangana,Hyderabad,Retail Store,Consumer,Technology,Laptops,Business Laptop,1,660.95,333.46,0.15,43.22,29,0,4.7,660.95,0.3354635285632965,0.030389984454828677,-0.6589348306841544,1.9021291814349726,99.1425,561.8075,333.46,185.12750000000003,32.952123280661084,3,False,2023,2,Feb,2023-02,2023Q1,561.8075,Not Returned,High
ORD-100541,2023-02-10,2023-02-15,West,Gujarat,Ahmedabad,Distributor,Corporate,Furniture,Chairs,Ergonomic Chair,4,730.31,398.79,0.05,34.37,15,0,3.8,2921.24,0.49331448308031095,0.25893034914207447,-0.9381357353935902,-0.42561059060481815,146.06199999999998,2775.178,1595.16,1145.648,41.281964616323705,5,False,2023,2,Feb,2023-02,2023Q1,693.7945,Not Returned,Normal
ORD-102487,2023-02-10,2023-02-14,West,Rajasthan,Jaipur,Online,Consumer,Office Supplies,Binders,Ring Binder,6,123.62,65.93,0.15,103.37,20,0,3.8,741.72,-0.8874034465034206,-0.9054955775347446,1.2386848775952315,0.40572504226653566,111.258,630.462,395.58000000000004,131.51199999999994,20.859623577630366,4,False,2023,2,Feb,2023-02,2023Q1,105.077,Not Returned,High
ORD-103799,2023-02-10,2023-02-14,West,Maharashtra,Mumbai,Online,Consumer,Office Supplies,Appliances,Label Printer,1,134.27,87.8,0.1,72.47,25,0,3.4,134.27,-0.8631659513245538,-0.828988953078751,0.2638478204741504,1.2370606751378894,13.427000000000001,120.843,87.8,-39.42699999999999,-32.62663124881043,4,False,2023,2,Feb,2023-02,2023Q1,120.843,Not Returned,Normal
ORD-101020,2023-02-10,2023-02-15,South,Karnataka,Bengaluru,Distributor,Consumer,Office Supplies,Appliances,Label Printer,2,156.75,74.38,0.05,34.42,12,0,3.6,313.5,-0.8120054920174244,-0.8759354048482725,-0.9365583291522938,-0.9244119703276305,15.675,297.825,148.76,114.645,38.49408209519013,5,False,2023,2,Feb,2023-02,2023Q1,148.9125,Not Returned,Normal
ORD-103451,2023-02-10,2023-02-11,East,Bihar,Patna,Online,Corporate,Technology,Phones,5G Smartphone,5,578.07,316.06,0.15,71.44,20,0,5.0,2890.3500000000004,0.14684347218541047,-0.030479483562285498,0.23135325190344766,0.40572504226653566,433.55250000000007,2456.7975,1580.3,805.0575000000001,32.7685737224985,1,False,2023,2,Feb,2023-02,2023Q1,491.3595,Not Returned,High
ORD-101266,2023-02-10,2023-02-13,South,Telangana,Hyderabad,Online,Consumer,Office Supplies,Appliances,Label Printer,3,62.02,48.57,0.05,49.07,10,0,5.0,186.06,-1.027594028946444,-0.9662251157403253,-0.47437830045249335,-1.256946223476172,9.303,176.757,145.71,-18.023000000000003,-10.196484439088692,3,False,2023,2,Feb,2023-02,2023Q1,58.919000000000004,Not Returned,Normal
ORD-104854,2023-02-10,2023-02-13,East,West Bengal,Kolkata,Online,Consumer,Office Supplies,Paper,Printer Paper,2,177.7,94.3,0.1,20.72,11,1,4.2,355.4,-0.7643270390599352,-0.8062503587045416,-1.3687676392674657,-1.0906790969019011,35.54,319.85999999999996,188.6,110.53999999999996,34.55886950540861,3,False,2023,2,Feb,2023-02,2023Q1,159.92999999999998,Returned,Normal
ORD-100857,2023-02-11,2023-02-18,West,Rajasthan,Jaipur,Distributor,Consumer,Technology,Accessories,Wireless Headset,3,426.1,292.9,0.05,40.38,18,0,4.4,1278.3000000000002,-0.19901306700073032,-0.11149884444023767,-0.7485315051897811,0.07319078911799412,63.91500000000001,1214.3850000000002,878.6999999999999,295.3050000000003,24.317247001568713,7,True,2023,2,Feb,2023-02,2023Q1,404.7950000000001,Not Returned,Normal
ORD-104701,2023-02-11,2023-02-15,North,Punjab,Ludhiana,Online,Corporate,Furniture,Storage,Office Cabinet,6,249.02,167.96,0.15,65.2,27,0,4.1,1494.1200000000001,-0.6020154751015516,-0.5485696107654247,0.03449295298967615,1.569594928286431,224.11800000000002,1270.0020000000002,1007.76,197.0420000000002,15.515093677017845,4,True,2023,2,Feb,2023-02,2023Q1,211.66700000000003,Not Returned,High
ORD-103356,2023-02-11,2023-02-17,South,Karnataka,Bengaluru,Retail Store,Corporate,Office Supplies,Binders,Ring Binder,7,15.41,7.29,0.15,95.06,19,0,4.5,107.87,-1.1336700524475694,-1.1106326812429963,0.9765199602917951,0.23945791569226488,16.1805,91.68950000000001,51.03,-54.400499999999994,-59.33122113219069,6,True,2023,2,Feb,2023-02,2023Q1,13.098500000000001,Not Returned,High
ORD-103780,2023-02-11,2023-02-15,South,Tamil Nadu,Chennai,Retail Store,Corporate,Office Supplies,Paper,Printer Paper,2,24.08,15.95,0.05,57.4,18,0,4.4,48.16,-1.1139386831329425,-1.0803378770459728,-0.21158242065253857,0.07319078911799412,2.408,45.751999999999995,31.9,-43.548,-95.18272425249171,4,True,2023,2,Feb,2023-02,2023Q1,22.875999999999998,Not Returned,Normal
ORD-101978,2023-02-11,2023-02-16,North,Haryana,Gurugram,Online,Consumer,Technology,Phones,5G Smartphone,3,670.4,490.16,0.15,20.07,13,0,4.1,2011.1999999999998,0.35697003836989655,0.5785650211376911,-1.3892739204043167,-0.7581448437533597,301.67999999999995,1709.52,1470.48,218.96999999999997,12.80885862698301,5,True,2023,2,Feb,2023-02,2023Q1,569.84,Not Returned,High
ORD-101800,2023-02-11,2023-02-16,East,Odisha,Bhubaneswar,Retail Store,Consumer,Office Supplies,Binders,Ring Binder,5,189.16,91.95,0.1,31.88,18,0,4.0,945.8,-0.7382461287547883,-0.8144712351321405,-1.0166905662101433,0.07319078911799412,94.58,851.2199999999999,459.75,359.5899999999999,42.24407321256549,5,True,2023,2,Feb,2023-02,2023Q1,170.24399999999997,Not Returned,Normal
ORD-103183,2023-02-12,2023-02-16,East,West Bengal,Kolkata,Retail Store,Consumer,Technology,Phones,5G Smartphone,4,136.24,111.35,0.2,67.17,19,0,4.2,544.96,-0.8586825836717492,-0.7466052765383464,0.09664275889674825,0.23945791569226488,108.99200000000002,435.968,445.4,-76.60199999999996,-17.57055563711097,4,True,2023,2,Feb,2023-02,2023Q1,108.992,Not Returned,High
ORD-104892,2023-02-12,2023-02-18,South,Telangana,Hyderabad,Online,Consumer,Office Supplies,Binders,Ring Binder,4,98.89,49.52,0.15,57.02,17,0,4.3,395.56,-0.94368450338355,-0.9629017827164025,-0.22357070808638993,-0.09307633745627664,59.333999999999996,336.226,198.08,81.12599999999998,24.128413626548802,6,True,2023,2,Feb,2023-02,2023Q1,84.0565,Not Returned,High
ORD-100149,2023-02-12,2023-02-17,West,Maharashtra,Mumbai,Online,Home Office,Technology,Phones,5G Smartphone,3,335.46,181.93,0.05,84.09,19,1,4.3,1006.3799999999999,-0.40529349545260773,-0.49969912408731626,0.6304370309513985,0.23945791569226488,50.318999999999996,956.0609999999999,545.79,326.1809999999999,34.117174531750585,5,True,2023,2,Feb,2023-02,2023Q1,318.68699999999995,Returned,Normal
ORD-104517,2023-02-12,2023-02-14,West,Maharashtra,Mumbai,Retail Store,Consumer,Technology,Laptops,Business Laptop,5,542.53,404.82,0.1,24.19,25,0,4.0,2712.6499999999996,0.06596078874344516,0.280024768230764,-1.2592956461215061,1.2370606751378894,271.265,2441.3849999999998,2024.1,393.09499999999986,16.101311345813947,2,True,2023,2,Feb,2023-02,2023Q1,488.27699999999993,Not Returned,Normal
ORD-103508,2023-02-12,2023-02-17,North,Haryana,Gurugram,Online,Consumer,Office Supplies,Binders,Ring Binder,4,69.52,53.85,0.1,27.66,26,0,3.7,278.08,-1.0105253703697772,-0.9477543806178905,-1.1498236529755466,1.4033278017121602,27.808,250.272,215.4,7.2119999999999855,2.8816647487533507,5,True,2023,2,Feb,2023-02,2023Q1,62.568,Not Returned,Normal
ORD-101135,2023-02-12,2023-02-15,North,Delhi,New Delhi,Retail Store,Consumer,Technology,Laptops,Business Laptop,4,321.78,228.42,0.15,115.98,11,0,4.8,1287.12,-0.436426728696448,-0.3370657006323944,1.636506731650145,-1.0906790969019011,193.06799999999998,1094.052,913.68,64.39199999999995,5.885643461188312,3,True,2023,2,Feb,2023-02,2023Q1,273.513,Not Returned,High
ORD-102656,2023-02-12,2023-02-17,East,Odisha,Bhubaneswar,Online,Consumer,Technology,Phones,5G Smartphone,4,962.7,444.02,0.15,115.58,29,0,4.8,3850.8,1.0221925586311913,0.417155983533688,1.6238874817197748,1.9021291814349726,577.62,3273.1800000000003,1776.08,1381.5200000000004,42.20727243842381,5,True,2023,2,Feb,2023-02,2023Q1,818.2950000000001,Not Returned,High
ORD-103112,2023-02-13,2023-02-17,North,Punjab,Ludhiana,Online,Small Business,Technology,Phones,5G Smartphone,2,831.04,591.0,0.1,53.1,24,0,5.0,1662.08,0.722557946870664,0.9313280760138866,-0.3472393574040158,1.0707935485636186,166.208,1495.8719999999998,1182.0,260.7719999999998,17.43277499679116,4,False,2023,2,Feb,2023-02,2023Q1,747.9359999999999,Not Returned,Normal
ORD-103188,2023-02-13,2023-02-16,West,Maharashtra,Mumbai,Distributor,Consumer,Office Supplies,Appliances,Label Printer,1,206.23,144.57,0.05,67.0,16,0,4.1,206.23,-0.6993978618342945,-0.6303935680596949,0.09127957767634096,-0.2593434640305474,10.3115,195.9185,144.57,-15.651499999999999,-7.988781049262831,3,False,2023,2,Feb,2023-02,2023Q1,195.9185,Not Returned,Normal
ORD-102459,2023-02-13,2023-02-17,South,Karnataka,Bengaluru,Online,Consumer,Furniture,Storage,Office Cabinet,5,540.61,362.36,0.2,41.46,20,0,4.6,2703.05,0.06159121214781855,0.1314892732878519,-0.7144595303777822,0.40572504226653566,540.61,2162.44,1811.8000000000002,309.1799999999999,14.297737740700315,4,False,2023,2,Feb,2023-02,2023Q1,432.488,Not Returned,High
ORD-104860,2023-02-13,2023-02-19,North,Punjab,Ludhiana,Distributor,Consumer,Office Supplies,Appliances,Label Printer,2,35.27,15.96,0.15,112.65,16,0,4.0,70.54,-1.0884722445365558,-1.0803028945930895,1.531451475979815,-0.2593434640305474,10.581000000000001,59.959,31.92,-84.611,-141.11476175386514,6,False,2023,2,Feb,2023-02,2023Q1,29.9795,Not Returned,High
ORD-102787,2023-02-13,2023-02-16,East,Odisha,Bhubaneswar,Retail Store,Consumer,Furniture,Chairs,Ergonomic Chair,3,619.12,278.7,0.1,117.24,22,1,3.8,1857.3600000000001,0.2402659301283667,-0.1611739275346642,1.6762573689308102,0.7382592954150772,185.73600000000002,1671.624,836.0999999999999,718.2840000000001,42.96923231540108,3,False,2023,2,Feb,2023-02,2023Q1,557.208,Returned,Normal
ORD-104387,2023-02-13,2023-02-16,West,Maharashtra,Mumbai,Retail Store,Consumer,Furniture,Tables,Standing Desk,3,888.5,562.98,0.15,89.71,19,1,4.8,2665.5,0.8533266297793675,0.8333072430346026,0.8077374924730963,0.23945791569226488,399.825,2265.675,1688.94,487.02500000000015,21.49580147196752,3,False,2023,2,Feb,2023-02,2023Q1,755.225,Returned,High
ORD-104872,2023-02-13,2023-02-17,South,Tamil Nadu,Chennai,Online,Small Business,Technology,Phones,5G Smartphone,9,1555.55,1270.09,0.0,80.57,16,1,3.5,13999.949999999999,2.371413123588113,3.306951468872629,0.5193876315641422,-0.2593434640305474,0.0,13999.949999999999,11430.81,2488.5699999999993,17.775563484155295,4,False,2023,2,Feb,2023-02,2023Q1,1555.55,Returned,Normal
ORD-102372,2023-02-14,2023-02-15,East,West Bengal,Kolkata,Distributor,Consumer,Furniture,Tables,Standing Desk,3,462.6,269.95,0.1,21.35,17,0,3.2,1387.8000000000002,-0.11594559526095183,-0.19178357380763833,-1.3488923206271328,-0.09307633745627664,138.78000000000003,1249.0200000000002,809.8499999999999,417.8200000000003,33.45182623176572,1,False,2023,2,Feb,2023-02,2023Q1,416.3400000000001,Not Returned,Normal
ORD-104483,2023-02-14,2023-02-18,South,Karnataka,Bengaluru,Online,Small Business,Office Supplies,Paper,Printer Paper,5,109.77,84.94,0.05,55.81,20,0,4.3,548.85,-0.9189235693416654,-0.8389939346034031,-0.2617439391257591,0.40572504226653566,27.442500000000003,521.4075,424.7,40.897500000000036,7.843673134736273,4,False,2023,2,Feb,2023-02,2023Q1,104.28150000000001,Not Returned,Normal
ORD-101888,2023-02-14,2023-02-19,East,Odisha,Bhubaneswar,Online,Consumer,Technology,Phones,5G Smartphone,3,996.84,782.86,0.0,41.58,13,0,4.9,2990.52,1.0998890924721785,1.6025014170347798,-0.7106737553986713,-0.7581448437533597,0.0,2990.52,2348.58,600.36,20.07543838529754,5,False,2023,2,Feb,2023-02,2023Q1,996.84,Not Returned,Normal
